region,timezone,language,package,hours_use,sum_length,is_paid
MX,-6,en,GPU_1,3,31,1
VN,7,en,GPU_3B,0,133,0
BR,-3,pt,GPU_3A,0,59,1
FR,1,fr,GPU_3A,2,121,1
VN,7,en,GPU_3A,2,133,1
VN,7,vi,CPU_1,0,27,0
VN,7,en,GPU_3A,1,52,1
PL,1,pl,GPU_1,0,46,1
GB,1,en,GPU_3A,1,10,1
CR,-5,fr,GPU_3A,3,40,0
SA,3,en,GPU_1,0,8,0
IT,1,it,GPU_3A,0,44,1
VN,7,vi,CPU_1,11,17,1
IL,3,en,GPU_3A,0,29,1
AR,-3,es,GPU_7A,2,27,1
BR,-3,pt,GPU_3B,1,10,1
GB,0,en,GPU_3A,1,33,1
DE,1,en,GPU_4A,0,36,1
US,-7,en,GPU_4A,5,15,1
TW,8,zh,GPU_9A,0,54,0
IN,5,en,GPU_3A,0,11,1
ZA,2,en,GPU_3A,0,39,0
GB,1,en,GPU_8A,2,30,1
US,-7,en,GPU_4A,0,50,1
VN,7,en,GPU_3A,1,15,1
CA,-5,fr,GPU_3A,4,34,1
US,-7,en,GPU_3A,0,46,0
VN,7,en,GPU_3B,1,12,1
US,-8,en,GPU_5,1,6,1
VN,7,vi,CPU_1,38,69,1
VN,7,en,GPU_3B,1,27,1
HR,2,en,GPU_3A,0,26,1
US,-6,en,GPU_3A,15,219,1
KR,-6,ko,GPU_4A,1,233,1
CO,-5,en,GPU_1,0,35,1
VN,7,en,GPU_3B,1,133,0
NZ,12,en,GPU_3A,0,30,0
VN,7,en,GPU_6,2,16,0
NZ,13,en,GPU_3A,1,11,1
IN,5,en,GPU_3B,1,54,1
IN,5,en,GPU_3A,1,37,0
AU,10,en,GPU_3A,0,24,0
VN,7,vi,CPU_1,1,122,1
FR,2,fr,GPU_7A,1,16,1
US,-7,en,GPU_3A,1,20,1
AE,4,en,GPU_3A,1,61,1
DE,2,de,GPU_3A,1,253,1
JP,9,ja,GPU_3A,1,24,1
VN,7,vi,GPU_3A,2,29,1
UA,3,uk,GPU_3A,0,85,0
VN,7,vi,GPU_1,1,50,1
IN,5,en,GPU_3A,0,30,0
IN,-7,en,GPU_4P,1,57,1
SA,3,en,GPU_4A,1,29,0
NL,2,nl,GPU_4A,1,10,1
US,-7,en,GPU_8A,22,52,1
VN,7,en,GPU_3A,0,46,1
IT,1,it,GPU_1,0,2,0
TW,8,zh,GPU_3A,0,107,1
DE,2,de,GPU_4A,3,12,1
RO,2,en,GPU_3A,0,175,1
VN,7,en,GPU_1,1,15,1
VN,7,vi,GPU_3A,1,28,0
ES,1,es,GPU_3A,0,72,1
FR,1,fr,GPU_4P,4,44,1
MX,-5,es,GPU_3A,0,23,1
EG,2,en,GPU_1,0,8,0
CA,-4,en,GPU_5P,1,42,0
IN,5,en,CPU_1,0,22,1
GB,0,en,GPU_1,3,3,0
VN,7,en,GPU_3A,0,26,0
PL,2,en,GPU_3A,1,10,0
IT,2,it,GPU_8A,1,11,1
IN,5,en,GPU_3A,3,208,1
GB,1,en,GPU_3A,0,37,1
FR,1,fr,GPU_5P,2,66,1
VN,7,vi,GPU_3A,6,66,1
BE,2,fr,GPU_3A,1,77,1
IT,2,it,GPU_3A,0,29,0
IN,5,en,GPU_3A,0,32,1
VN,7,en,GPU_4A,0,29,1
GB,1,en,CPU_1,1,44,0
US,-8,en,GPU_5P,21,77,1
ID,7,en,CPU_1,0,27,0
VN,7,vi,GPU_1,2,2,0
FR,1,fr,GPU_3A,0,73,1
FR,2,fr,GPU_6,12,10,1
VN,7,en,CPU_1,0,15,1
BR,-3,pt,GPU_3A,0,56,1
VN,7,vi,GPU_4A,1,40,0
GB,4,en,GPU_3A,1,3,1
CH,2,de,GPU_3A,1,66,1
CH,1,de,GPU_3A,4,72,1
VN,7,en,GPU_1,16,16,1
TH,7,en,GPU_3A,0,74,1
PL,2,en,GPU_5P,0,40,0
DE,1,de,GPU_3A,0,165,1
US,-7,en,GPU_5P,0,50,1
VN,7,en,GPU_3A,0,10,1
VN,7,en,GPU_3A,1,11,1
DE,1,de,GPU_9A,1,133,0
VN,7,en,GPU_3A,2,63,1
AU,10,en,GPU_4A,0,39,1
BR,-3,pt,GPU_1,1,14,0
IT,2,it,GPU_3A,0,25,0
AE,4,en,GPU_3A,1,51,0
US,-5,en,GPU_1,0,66,0
VN,7,en,CPU_1,1,20,1
PL,2,en,GPU_3A,0,166,1
VN,7,vi,GPU_3A,3,36,1
AE,4,en,GPU_9A,13,42,1
UY,-3,en,CPU_1,1,26,0
CA,-7,en,GPU_3A,0,43,0
MX,-6,en,GPU_3A,2,233,1
IN,5,en,GPU_4A,0,25,0
GB,1,en,GPU_4P,0,56,1
CH,2,fr,GPU_3A,0,93,1
NL,2,en,GPU_3A,1,22,0
US,-4,en,GPU_7A,15,492,1
IE,0,en,GPU_1,3,8,0
VN,7,en,GPU_3A,6,90,1
TW,8,zh,GPU_3A,0,64,1
GR,3,en,GPU_3A,4,31,1
VN,7,en,GPU_3A,2,25,0
SE,2,fr,GPU_3A,0,143,1
VN,7,vi,GPU_3A,1,13,0
US,-4,en,GPU_3A,1,23,1
US,-7,en,GPU_3A,1,38,1
VN,7,vi,CPU_1,1,29,0
GB,1,en,GPU_3A,1,27,1
TH,7,fr,GPU_3A,2,72,1
SA,3,en,GPU_3A,0,72,1
IT,2,it,GPU_3A,25,44,1
PL,1,pl,GPU_3A,0,85,1
CI,0,fr,GPU_3A,1,14,1
US,-5,en,GPU_4A,0,111,1
GR,3,el,GPU_5P,2,134,1
VN,7,vi,GPU_3A,1,75,1
VN,7,vi,CPU_1,20,75,1
CH,2,fr,GPU_3A,3,38,1
FR,2,en,GPU_4A,1,49,1
UA,3,en,GPU_3A,1,44,1
US,3,en,GPU_3A,1,23,0
VN,7,vi,CPU_1,0,32,0
US,-5,en,GPU_3A,0,66,1
AT,2,en,CPU_1,0,42,1
IN,5,en,GPU_3A,1,114,1
IL,3,en,GPU_3A,1,18,1
FR,1,en,GPU_5P,1,45,0
VN,7,vi,CPU_1,1,22,1
US,-4,en,CPU_1,0,26,1
IT,1,en,GPU_4A,6,87,1
CA,-6,en,GPU_3A,1,80,0
PL,2,pl,GPU_3A,0,27,1
IN,5,en,GPU_3A,1,107,1
IN,5,en,CPU_1,4,24,0
NG,-11,en,GPU_3A,0,111,1
VN,7,en,CPU_1,0,67,1
VN,7,en,GPU_3A,1,26,0
UA,3,ru,GPU_3A,1,27,1
US,-4,en,GPU_5A,7,10,1
DE,1,de,GPU_3A,0,45,1
IN,5,en,GPU_1,3,8,0
VN,7,vi,CPU_1,2,24,0
VN,7,en,GPU_1,0,20,1
VN,7,vi,GPU_3A,2,34,1
PH,8,en,GPU_3A,1,74,1
IS,0,is,GPU_7A,2,16,1
CH,1,en,CPU_1,3,49,1
CA,-7,en,GPU_3A,1,27,0
CA,-5,en,GPU_1,0,0,0
RU,5,ru,GPU_3A,0,28,0
VN,7,en,GPU_3A,1,133,0
CA,-5,en,GPU_3A,0,21,1
GB,1,en,GPU_3A,1,50,1
HK,8,en,GPU_9A,1,48,1
VN,7,en,GPU_4A,4,296,1
ES,2,es,GPU_3A,1,28,0
CA,-4,en,GPU_4A,0,43,1
MD,3,en,GPU_3A,1,23,0
VN,7,en,GPU_3A,1,13,1
VN,7,vi,CPU_1,1,81,1
LK,5,en,GPU_1,1,23,0
IT,2,it,GPU_3A,1,193,1
GE,4,en,GPU_3A,0,133,1
DK,1,da,GPU_4A,3,26,1
IN,5,en,GPU_3A,0,42,0
FI,2,en,CPU_1,1,29,1
US,-6,en,GPU_4A,8,29,1
JP,9,ja,GPU_5A,0,92,1
VN,7,vi,GPU_5,2,14,0
GB,1,en,GPU_3A,6,20,1
VN,7,en,GPU_3A,18,33,1
VN,7,vi,GPU_3A,2,25,0
US,-8,en,GPU_8A,3,130,1
GH,0,en,GPU_4A,1,55,1
US,-5,en,GPU_3A,21,45,1
US,-4,en,GPU_4A,1,31,1
IN,5,en,GPU_3A,1,124,1
DE,1,de,GPU_5P,9,54,1
GB,1,en,GPU_6,7,9,1
CO,-5,en,CPU_1,2,27,0
VN,7,vi,GPU_3A,1,25,0
TD,1,en,CPU_1,7,25,0
NG,1,en,GPU_3A,1,66,1
VN,7,en,GPU_3A,0,92,1
GB,3,en,GPU_4A,1,74,0
DE,7,en,GPU_3A,1,99,1
TW,8,zh,GPU_3A,0,36,1
IN,5,en,GPU_3A,2,124,1
US,-5,en,GPU_8A,2,88,1
AU,11,en,GPU_3A,1,63,1
VN,7,en,CPU_1,0,24,0
SA,3,en,GPU_3A,2,126,1
TW,8,en,GPU_3A,1,66,1
MX,-6,es,GPU_3A,2,27,0
CZ,1,uk,GPU_3A,0,47,1
TR,3,en,GPU_3A,0,25,1
US,-5,en,GPU_9A,0,44,0
VN,7,en,GPU_3A,0,54,1
DE,1,en,GPU_4A,1,33,1
DE,2,de,GPU_4A,13,10,1
NL,1,en,CPU_1,1,70,1
IN,5,en,GPU_3A,2,113,0
US,-4,en,CPU_1,3,9,1
AU,10,en,GPU_3A,1,50,0
VN,7,en,GPU_3A,1,29,0
US,-5,en,GPU_3A,1,39,0
TH,7,en,GPU_3A,10,77,1
VN,7,en,GPU_3A,2,32,0
US,-4,en,GPU_4A,0,63,1
KR,9,ko,CPU_1,75,24,1
KR,9,en,CPU_1,30,24,1
US,-4,en,GPU_3A,1,16,1
IN,5,en,GPU_3A,2,104,0
CA,-4,en,GPU_3B,1,82,1
VN,7,vi,GPU_3A,0,79,0
KR,9,ko,GPU_3A,1,21,0
CN,8,en,GPU_4A,1,25,1
VN,7,en,GPU_3A,2,38,1
GB,0,en,CPU_1,1,13,1
EG,2,en,GPU_7A,0,66,1
US,3,he,GPU_3A,0,56,0
PL,2,pl,GPU_4A,0,29,1
EG,-8,en,GPU_1,2,9,0
DE,2,de,GPU_4A,2,53,1
US,-5,en,GPU_3A,3,55,1
US,-7,en,GPU_3A,1,36,1
US,-7,en,GPU_3A,2,15,1
VN,7,en,CPU_1,1,31,0
US,-7,en,GPU_3A,0,26,0
US,-5,en,GPU_3A,1,164,1
VN,7,en,GPU_3B,2,68,0
VN,7,vi,GPU_3A,2,13,0
BR,-3,en,GPU_9A,1,296,1
PA,-5,es,GPU_3A,1,7,1
VN,7,vi,GPU_3A,0,53,1
IN,5,en,GPU_3A,1,222,1
BR,-3,pt,GPU_5A,3,17,1
CA,-8,ar,GPU_3A,1,281,1
VN,7,vi,GPU_3A,0,26,0
UA,3,ru,GPU_4P,0,453,1
DE,1,de,GPU_1,1,44,1
IN,5,en,GPU_4A,9,134,1
VN,7,en,GPU_3A,1,133,1
CA,-4,en,GPU_5P,1,95,1
US,-7,en,GPU_3A,1,42,0
VN,7,en,CPU_1,3,46,1
AT,1,de,GPU_3A,0,100,1
CN,8,en,GPU_3A,2,27,0
IT,2,it,GPU_3A,0,24,0
FR,1,fr,GPU_3A,0,106,1
US,-5,en,GPU_3A,1,38,1
KH,7,en,GPU_3A,2,58,1
VN,7,en,GPU_1,0,15,1
US,-4,en,GPU_3A,1,15,1
GE,4,en,GPU_3A,3,92,1
KR,9,ko,GPU_4A,1,123,1
ES,1,es,GPU_3A,0,8,0
VN,7,en,GPU_4A,16,109,1
VN,7,vi,GPU_3A,1,36,1
IN,5,en,CPU_1,3,43,0
US,-4,en,GPU_4A,0,25,0
CA,-7,en,GPU_6,0,10,1
IN,5,en,GPU_3A,2,39,1
NL,2,en,GPU_5A,3,27,1
IR,3,en,GPU_3A,0,46,0
RO,2,en,GPU_3A,1,9,0
NL,2,nl,GPU_3A,0,146,0
VN,7,en,GPU_1,1,0,1
AT,1,en,GPU_3A,0,31,1
US,-5,en,GPU_3A,5,60,1
VN,7,vi,GPU_3A,1,37,0
ID,7,en,GPU_3A,1,29,0
IN,5,en,GPU_3A,0,70,0
AE,4,en,CPU_1,0,26,1
BM,-3,en,GPU_3A,0,224,1
VN,7,en,GPU_3A,2,41,0
IN,5,en,GPU_3A,1,121,0
US,-4,en,GPU_9A,1,49,1
TR,3,en,GPU_3A,18,28,1
NL,2,nl,GPU_3A,2,51,1
US,-6,en,GPU_3A,3,43,0
CH,1,de,GPU_3A,5,204,1
AW,7,vi,CPU_1,12,7,1
JP,9,ja,GPU_3A,0,50,1
RU,3,ru,GPU_3A,0,25,1
AL,2,en,GPU_5A,0,31,1
US,-7,en,GPU_3A,0,25,0
DE,2,de,GPU_4A,1,60,0
AT,3,en,GPU_3A,1,32,1
US,-4,en,CPU_1,5,59,1
CH,1,fr,GPU_3A,5,76,1
PT,0,en,GPU_3A,0,41,0
BR,-3,en,GPU_3A,1,84,0
VN,7,vi,GPU_3A,0,32,0
AE,4,en,GPU_3A,1,11,1
KE,3,en,GPU_3B,0,25,0
CA,-5,en,GPU_9A,1,20,1
CA,-4,en,GPU_3A,1,36,1
PK,1,en,GPU_8A,0,21,1
US,-5,en,GPU_1,3,66,0
VN,7,vi,GPU_3A,1,101,0
KZ,6,ru,GPU_7A,0,49,1
IT,1,it,GPU_8A,2,0,1
ES,1,en,GPU_3A,1,20,0
VN,7,vi,GPU_3A,0,2,1
VN,7,vi,GPU_1,1,15,1
BG,3,bg,GPU_5P,3,88,1
VN,7,vi,GPU_3A,1,42,0
US,-4,en,GPU_3A,1,116,1
IL,2,he,CPU_1,1,37,1
CZ,2,cs,GPU_3A,1,30,1
DE,2,de,GPU_4A,1,11,1
VN,7,en,GPU_3A,2,15,1
US,-6,en,GPU_4A,1,25,1
GB,0,en,GPU_3A,0,34,0
IN,5,en,GPU_5P,1,279,1
US,-5,en,GPU_3A,1,32,0
VN,7,en,CPU_1,0,29,0
VN,7,vi,GPU_3A,1,17,1
US,-5,en,GPU_3A,0,37,1
US,-8,en,GPU_4A,1,86,1
PL,2,en,GPU_3A,1,23,1
NG,1,en,GPU_4A,3,31,1
GB,0,en,GPU_4A,48,68,1
VN,7,vi,CPU_1,1,13,1
HK,8,zh,GPU_6,0,1,1
US,5,en,GPU_3A,5,222,1
DE,2,de,GPU_4A,0,46,0
PL,1,pl,GPU_3A,1,76,1
HK,8,en,GPU_1,0,6,0
FR,1,fr,GPU_1,0,6,0
SG,7,en,GPU_3A,0,26,0
BE,1,fr,GPU_6,1,10,1
TR,3,en,GPU_3A,2,273,1
IT,1,it,GPU_3A,0,26,0
DE,2,de,GPU_3A,0,69,1
CL,-3,es,CPU_1,1,10,1
VN,7,en,CPU_1,19,39,1
BH,3,en,GPU_5P,7,41,1
US,-5,es,GPU_3A,2,117,1
VN,7,vi,GPU_4A,0,76,1
BR,-3,pt,GPU_3A,1,20,0
US,7,vi,GPU_6,1,19,0
BR,-3,pt,GPU_3A,1,65,1
GR,2,en,GPU_3A,11,0,1
VN,7,vi,GPU_4A,1,76,1
CZ,1,cs,GPU_4A,0,224,1
VN,7,vi,GPU_3A,4,52,1
AU,11,en,GPU_3A,0,45,1
VN,7,vi,CPU_1,2,94,1
US,-7,en,GPU_5A,1,152,1
US,-4,en,GPU_4A,11,11,1
IT,2,it,GPU_3A,3,47,1
FR,1,fr,GPU_3A,1,10,1
IT,2,it,GPU_3A,5,215,1
HK,-4,en,GPU_3A,8,48,1
DE,1,de,GPU_3A,21,54,1
BE,2,fr,GPU_3A,2,62,1
MA,1,fr,GPU_3A,2,102,1
VN,7,en,GPU_3A,1,194,1
VN,7,en,GPU_3A,1,234,0
US,-4,en,GPU_4A,0,37,1
US,-6,en,GPU_3A,1,196,1
RU,8,ru,GPU_6,11,8,1
MY,8,en,GPU_4A,2,94,1
US,-7,en,GPU_3A,0,44,1
ES,1,es,GPU_3A,1,1,1
IL,3,en,GPU_4P,0,51,0
NL,2,en,GPU_5P,1,64,1
VN,7,vi,GPU_3A,2,24,1
NP,5,en,GPU_3A,0,31,1
VN,7,vi,CPU_1,1,110,1
VN,7,en,GPU_9A,0,47,1
VN,7,vi,CPU_1,2,32,1
VN,7,vi,GPU_3A,0,43,0
VN,7,en,GPU_1,2,43,0
BH,3,en,GPU_8A,0,50,1
UA,2,uk,CPU_1,9,64,1
UA,3,ru,GPU_3A,3,75,0
TG,0,en,GPU_3A,1,98,0
IN,5,en,CPU_1,6,5,0
ES,2,es,GPU_3A,1,55,1
DE,1,de,GPU_3A,0,33,1
RE,2,fr,CPU_1,0,13,1
VN,7,en,GPU_3A,6,133,1
US,-8,en,GPU_5P,1,56,1
GB,1,en,GPU_4A,0,25,1
AU,8,en,GPU_3A,1,77,0
JO,3,en,GPU_3A,0,218,1
IT,1,en,GPU_5P,0,18,1
FR,1,fr,GPU_3A,4,191,1
BR,-3,pt,GPU_4A,2,87,1
CA,-4,zh,GPU_3A,1,38,1
IN,5,en,GPU_3A,15,229,1
PY,-4,es,CPU_1,0,4,0
CA,-4,en,GPU_3A,0,29,1
RU,3,ru,GPU_6,35,5,1
IN,5,en,GPU_3A,0,4,1
NG,1,en,CPU_1,3,29,1
IT,2,it,GPU_3A,1,15,1
VN,7,en,CPU_1,0,32,1
US,-5,en,GPU_3A,0,37,1
KR,9,ko,GPU_4A,0,23,0
FR,2,fr,GPU_5A,3,11,1
US,-6,en,GPU_3A,1,64,1
IN,5,en,GPU_4A,1,27,0
VN,7,vi,GPU_4A,0,16,0
VN,7,en,GPU_1,1,52,1
ID,7,en,GPU_3A,1,28,1
VN,7,vi,GPU_3B,9,77,1
HR,1,en,GPU_9A,1,60,1
RS,2,en,GPU_9A,0,43,1
MC,2,de,GPU_4A,1,28,1
DE,2,de,CPU_1,0,51,0
DZ,1,fr,GPU_4A,0,63,1
VN,7,en,GPU_4A,1,11,1
CA,-5,en,GPU_3A,9,114,1
NG,1,en,GPU_1,3,0,1
DE,1,de,GPU_5P,0,143,1
VN,7,en,GPU_9A,1,44,0
IT,2,en,CPU_1,1,63,0
VN,7,en,GPU_3A,5,11,1
UA,3,ru,GPU_3A,2,47,1
DE,2,de,GPU_3A,2,44,1
AE,4,ar,GPU_5A,0,23,1
PR,-4,en,GPU_4P,0,46,1
CN,8,en,GPU_1,6,16,1
US,-7,en,GPU_3A,0,25,0
US,-8,en,GPU_3A,1,39,1
CZ,2,en,GPU_3A,0,68,1
MX,-6,en,GPU_3A,0,7,0
BE,2,nl,GPU_3A,2,52,0
GR,3,en,GPU_8A,1,34,1
GT,-6,es,GPU_8A,0,7,1
IR,4,en,GPU_3A,0,28,0
KR,9,ko,GPU_5A,0,220,1
UA,2,en,GPU_8A,2,51,1
RU,3,ru,GPU_3A,1,53,1
ES,1,es,GPU_4A,3,80,1
TW,8,zh,GPU_5P,48,159,1
FR,2,vi,GPU_3A,1,150,1
IT,2,it,GPU_4A,1,12,1
US,-5,en,GPU_8A,2,4,1
VN,7,en,GPU_1,3,10,0
NL,1,en,GPU_3A,0,15,0
DE,1,de,GPU_3A,1,132,1
VN,7,vi,GPU_3A,1,50,1
US,-5,en,GPU_3A,1,50,1
UA,2,ru,GPU_3A,1,36,1
US,-4,en,GPU_4A,1,14,0
CA,-5,en,GPU_5P,1,91,1
IN,5,en,GPU_3A,0,67,1
HR,1,en,GPU_3A,2,11,0
IN,5,en,GPU_3A,1,8,0
CZ,2,cs,CPU_1,4,58,0
VN,7,vi,CPU_1,0,24,1
IN,5,en,GPU_3A,0,52,0
FR,1,fr,GPU_3A,2,51,1
VN,7,en,GPU_4P,2,101,1
AR,-3,es,GPU_3A,2,45,1
PL,2,en,GPU_5A,0,9,0
VN,7,en,GPU_3A,1,30,1
US,-3,en,GPU_3A,0,114,1
AU,11,en,GPU_5P,1,87,1
GB,7,en,GPU_5A,0,26,0
BE,2,en,GPU_4A,0,53,1
CA,-8,ar,GPU_5P,1,50,0
VN,7,vi,GPU_4A,1,45,0
ZA,2,en,GPU_1,0,3,0
CN,8,zh,GPU_3A,1,10,1
EG,3,en,GPU_3A,1,60,1
US,-8,en,GPU_5P,9,117,1
NL,1,nl,GPU_1,1,0,1
UA,2,ru,GPU_3A,1,53,1
VN,7,vi,GPU_9A,0,46,0
ID,7,en,GPU_1,3,9,0
KR,9,en,GPU_9A,1,38,1
KR,9,ko,GPU_4A,0,24,0
CA,-4,en,GPU_3A,1,45,1
GR,2,en,GPU_4A,0,37,1
GE,4,en,GPU_8A,11,49,1
IL,3,en,CPU_1,0,26,0
TH,7,en,GPU_4A,0,27,1
CH,2,de,CPU_1,1,24,0
BR,-3,pt,GPU_3A,0,49,1
US,-5,en,GPU_4A,0,26,1
RU,3,ru,GPU_3A,18,269,1
US,-5,en,GPU_5P,1,45,1
GB,1,en,GPU_3A,2,48,1
US,-6,en,GPU_3A,0,48,1
PL,1,pl,GPU_3A,1,9,0
VN,7,en,GPU_3A,0,9,1
TR,3,en,GPU_3A,7,425,1
BR,-3,pt,GPU_3A,1,217,1
IT,1,it,GPU_4A,1,5,1
VN,7,en,GPU_3A,0,68,1
DE,2,de,GPU_4A,1,11,1
GH,0,en,GPU_3A,5,20,1
AL,1,en,GPU_4A,9,58,1
VN,7,en,GPU_3A,0,5,1
IT,2,it,GPU_3A,0,75,0
BR,-3,pt,CPU_1,1,41,1
CL,-3,es,GPU_3A,6,11,1
FR,2,en,GPU_3A,1,39,0
DE,2,en,GPU_5A,1,10,1
VN,7,en,GPU_3A,0,26,1
FR,2,fr,GPU_4A,2,32,1
BR,-3,pt,GPU_1,0,5,0
EC,-5,es,GPU_3A,2,10,1
CA,-6,en,GPU_3A,0,15,0
TR,3,tr,GPU_3A,2,32,0
IN,5,en,GPU_3A,1,26,1
VN,7,vi,CPU_1,7,45,1
VN,7,vi,GPU_3A,1,67,1
IN,-8,en,GPU_3A,14,29,1
GB,0,en,GPU_4A,1,51,1
VN,7,en,GPU_3A,1,231,1
PH,8,en,GPU_4A,1,42,1
IN,5,en,GPU_8A,0,73,1
VN,7,en,GPU_3A,1,15,0
US,-6,en,GPU_3A,2,25,0
VN,7,vi,CPU_1,2,15,1
BR,-3,en,GPU_5P,4,34,1
NG,1,en,GPU_5A,0,46,1
NL,1,en,GPU_8A,20,76,1
IT,2,it,GPU_4A,13,38,1
US,-6,en,GPU_1,3,9,0
BR,-3,pt,GPU_3A,0,2,0
KR,9,ko,CPU_1,0,15,1
VN,7,vi,GPU_4A,1,29,0
US,-5,en,GPU_6,0,5,1
BR,-3,pt,GPU_3A,9,65,1
GB,1,en,GPU_1,2,8,0
NZ,13,en,GPU_4A,0,60,1
SE,1,sv,GPU_3A,0,6,1
IN,5,en,GPU_3A,1,83,1
DE,2,de,GPU_3A,0,138,1
FR,2,fr,GPU_9A,3,54,1
EE,-5,en,GPU_4A,0,40,1
CM,1,en,GPU_9A,0,38,0
US,-4,en,GPU_3A,35,73,1
PT,1,en,GPU_3A,1,34,0
BD,6,en,CPU_1,0,24,0
VN,7,vi,GPU_1,3,4,0
TR,3,tr,GPU_3A,11,97,1
VN,7,en,GPU_4A,0,33,1
US,-4,en,GPU_5A,0,19,1
VN,7,vi,CPU_1,12,13,1
ID,7,id,GPU_1,2,42,1
EG,2,en,CPU_1,18,21,1
IT,1,it,GPU_5,0,9,1
FR,2,fr,GPU_3A,0,27,1
ID,7,en,GPU_3A,0,31,0
ZA,2,en,GPU_1,3,9,0
VN,7,vi,GPU_3A,3,65,1
DZ,1,en,GPU_3A,0,133,1
VN,7,vi,GPU_3A,0,29,1
US,-5,en,GPU_8A,0,7,1
GB,0,en,GPU_5P,1,51,1
PL,2,pl,GPU_3A,0,61,1
TR,3,tr,GPU_3A,1,54,1
IT,2,it,GPU_3A,1,46,1
BR,-3,pt,GPU_3A,0,8,0
FR,1,fr,GPU_3A,1,58,1
SI,1,en,GPU_4A,0,10,1
CA,-7,en,CPU_1,0,19,1
DE,1,de,GPU_6,2,5,1
VN,7,vi,GPU_1,3,0,0
US,-6,en,GPU_8A,0,167,1
KZ,3,en,GPU_4A,0,53,1
PH,8,en,GPU_3A,1,133,1
IN,5,en,CPU_1,6,12,1
KR,9,ko,GPU_3A,1,63,1
NP,5,en,GPU_3A,2,38,1
ES,1,es,CPU_1,1,11,0
AT,1,de,GPU_3A,0,13,1
VN,7,en,CPU_1,0,62,1
NZ,12,en,GPU_3A,0,9,1
VN,7,en,GPU_1,3,79,1
CO,-5,es,GPU_3A,0,35,0
SI,2,en,CPU_1,0,27,1
VN,7,vi,CPU_1,1,14,0
US,-5,en,GPU_4A,1,37,0
US,-7,en,GPU_5A,3,94,1
BR,-3,pt,GPU_3A,0,50,1
PY,-4,es,GPU_3A,2,68,1
TW,8,zh,CPU_1,10,16,1
IN,5,en,GPU_1,1,39,0
VN,7,vi,GPU_3A,1,36,1
VN,7,en,GPU_3A,1,30,0
ID,7,en,CPU_1,0,27,0
US,-4,en,GPU_3A,21,160,1
VN,7,en,GPU_3A,1,52,1
RU,3,en,GPU_3A,1,77,1
IN,5,en,GPU_3A,2,84,0
SG,8,en,GPU_5P,0,46,0
FR,2,es,CPU_1,0,10,0
IT,2,it,GPU_3A,0,14,1
VN,7,vi,CPU_1,0,26,1
VN,7,vi,GPU_3A,0,66,1
TW,8,zh,GPU_8A,12,437,1
VN,7,en,GPU_3A,1,24,1
VN,7,en,GPU_3A,1,40,1
SA,3,en,GPU_5P,0,32,0
US,-5,en,GPU_9A,20,39,1
VN,7,vi,GPU_4A,2,22,0
GB,0,en,GPU_3A,0,75,1
US,-4,en,GPU_5,2,8,1
RU,5,ru,GPU_8A,1,3,1
NL,2,en,GPU_8A,1,25,1
AE,4,en,GPU_3A,0,52,1
KR,9,ko,GPU_8A,3,32,1
GB,1,en,GPU_5A,1,28,0
TW,8,en,GPU_3A,1,98,1
PH,8,en,GPU_3A,2,23,0
KR,9,ko,GPU_8A,1,283,1
US,-5,en,GPU_9A,1,47,1
RO,3,ro,GPU_3A,0,5,1
MX,-6,es,GPU_4A,7,37,1
VN,7,en,GPU_1,0,7,0
VN,7,vi,CPU_1,5,28,1
VN,7,en,CPU_1,1,5,0
VN,7,en,GPU_3A,3,216,1
IN,5,en,GPU_3A,0,24,1
VN,7,en,GPU_1,3,3,0
US,-8,en,GPU_3A,48,72,1
DE,2,de,GPU_9A,2,142,1
NG,1,en,GPU_4A,1,51,1
DO,-4,en,GPU_3A,4,24,1
IL,2,en,GPU_8A,3,17,1
VN,7,en,GPU_3A,1,24,1
BR,-3,pt,GPU_3A,1,61,1
VN,7,vi,GPU_3A,0,32,1
US,-4,en,GPU_4A,1,25,0
MA,1,fr,GPU_1,1,9,1
LB,2,en,CPU_1,0,13,0
EG,2,en,GPU_3A,1,38,0
PT,1,en,GPU_4A,1,36,1
CL,-3,es,GPU_3A,0,6,1
AT,1,de,GPU_3A,2,36,1
BR,-3,pt,GPU_3A,0,25,0
DK,2,en,GPU_3A,1,22,0
GB,1,en,GPU_3A,1,81,1
US,-3,en,GPU_1,1,10,0
VN,7,en,GPU_3A,1,77,0
VN,7,en,GPU_3A,2,19,1
SK,2,en,GPU_3A,4,27,1
CH,1,fr,GPU_3A,2,33,1
AE,4,en,GPU_8A,4,67,1
VN,7,vi,CPU_1,1,46,0
VN,7,en,GPU_8A,7,44,1
NG,1,en,GPU_3A,0,28,0
MX,-5,es,CPU_1,3,12,0
IN,5,en,GPU_4A,1,24,0
VN,7,vi,CPU_1,1,57,0
SK,2,en,GPU_3A,2,62,1
DE,2,de,GPU_5P,3,43,1
VN,7,vi,CPU_1,1,126,1
LB,3,en,GPU_4P,0,47,0
ZA,2,en,GPU_3A,1,106,1
SK,-8,en,GPU_4A,0,12,0
JP,9,ja,GPU_3A,1,37,1
ID,8,en,GPU_3A,0,12,0
TW,8,zh,GPU_3A,15,49,1
VN,7,vi,GPU_3A,1,53,1
VN,7,vi,GPU_3A,2,59,1
PH,8,en,GPU_3A,0,49,1
ES,8,es,GPU_3A,0,35,1
RU,3,en,GPU_1,1,43,0
